상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,건물명,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
전주콩나물국밥,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 하안동 245,경기도 광명시 오리로 619,14303,37.4567428955,126.879008944
전주콩뿌리콩나물국밥,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 하안동 245,경기도 광명시 오리로 619,14303,37.4567428955,126.879008944
전주토종영양탕감자탕,음식,닭/오리요리,삼계탕전문,한식 음식점업,,경기도 광명시 광명동 57-9,경기도 광명시 광명로 952,14211,37.4835670223,126.856623393
전주포목,소매,의복의류,맞춤양장/양장점,남녀용 정장 소매업,,경기도 광명시 광명동 158-55,경기도 광명시 광이로13번길 21-5,14220,37.4799619693,126.8557598754
전주향콩나물국밥,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 297-39,경기도 광명시 광명로848번길 5-1,14268,37.4747418641,126.8531021323
전진로지스,소매,음/식료품소매,식료품점,기타 식료품 소매업,,경기도 광명시 노온사동 197-4,경기도 광명시 광명로 559,14335,37.4502144369,126.8444603565
전진카센타,생활서비스,자동차/이륜차,자동차정비/카센타,,,경기도 광명시 소하동 629-4,경기도 광명시 기아로 156,14322,37.4384328095,126.8956494307
점프노리,학문/교육,유아교육,실내놀이터-유아,보육시설 운영업,,경기도 광명시 소하동 1242-12,경기도 광명시 오리로 372,14327,37.4354889584,126.8796541314
점프셈교실,학문/교육,학원기타,학원(종합),일반 교과 학원,대하빌딩,경기도 광명시 하안동 52-2,경기도 광명시 하안로287번길 9,14305,37.4607981164,126.8797030338
점프셈교실광명본부,소매,책/서적/도서,서적/신문소매,서적 및 잡지류 소매업,,경기도 광명시 철산동 449-3,경기도 광명시 안양천로 309,14238,37.4755692819,126.8748175969
점프하이영수학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,근영빌딩,경기도 광명시 하안동 34-1,경기도 광명시 하안로 313,14248,37.4631848597,126.8788400716
점핑다이어트,스포츠,실내운동시설,기타실내운동시설,그외 기타 스포츠시설 운영업,현대타운,경기도 광명시 광명동 346-46,경기도 광명시 광명로 823,14294,37.4728740351,126.8509353567
점핑스타,학문/교육,학원기타,학원(종합),일반 교과 학원,대명프라자,경기도 광명시 광명동 158-520,경기도 광명시 광명로 890,14262,37.4782661488,126.854203039
정겨운어린이집,학문/교육,유아교육,어린이집,보육시설 운영업,,경기도 광명시 광명동 211-3,경기도 광명시 너부대로 30,14289,37.477349104,126.848710443
정경순음악원,학문/교육,학원기타,학원(종합),일반 교과 학원,곽스교육센타,경기도 광명시 하안동 650-3,경기도 광명시 범안로 1023,14248,37.4613536348,126.87676335
정관장,소매,건강/미용식품,인삼제품판매,건강보조식품 소매업,,경기도 광명시 소하동 1339-3,경기도 광명시 소하로 97,14316,37.4467111055,126.8842238394
정관장,소매,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,광명빌딩,경기도 광명시 철산동 245-7,경기도 광명시 철산로 21,14236,37.4764900176,126.8682589811
정관장,소매,건강/미용식품,인삼제품판매,건강보조식품 소매업,,경기도 광명시 소하동 1380,경기도 광명시 오리로 346,14328,37.4331554124,126.879703152
정관장,소매,종합소매점,시장/종합상가,기타 음·식료품 위주 종합 소매업,,경기도 광명시 하안동 34-8,경기도 광명시 범안로 1045,14248,37.4623468734,126.8787849404
정남장여관,숙박,모텔/여관/여인숙,모텔/여관/여인숙,여관업,,경기도 광명시 광명동 158-1412,경기도 광명시 오리로975번길 12,14262,37.4780950027,126.8542372946
정노래연습장,관광/여가/오락,무도/유흥/가무,노래방,노래연습장 운영업,,경기도 광명시 광명동 342-18,경기도 광명시 광명로832번길 4,14274,37.4730737742,126.8521219492
정다운돌판오리,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 하안동 369-10,경기도 광명시 범안로 868-22,14304,37.4504672236,126.8665426224
정다운미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 227-7,경기도 광명시 광화로38번길 36,14289,37.4769070263,126.8482591388
정다운부동산,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 철산동 73-3,경기도 광명시 사성로 50,14208,37.4863223296,126.862621895
정다운약국,의료,약국/한약방,약국,의약품 및 의료용품 소매업,골든프라자,경기도 광명시 소하동 1339,경기도 광명시 소하로 77,14316,37.4478551589,126.8840073146
정다운약국,의료,약국/한약방,약국,의약품 및 의료용품 소매업,,경기도 광명시 소하동 1339-1,경기도 광명시 소하로 81,14316,37.4476028564,126.883985112
정다운약국,의료,약국/한약방,약국,의약품 및 의료용품 소매업,,경기도 광명시 하안동 599-10,경기도 광명시 안재로10번길 31,14259,37.4609098472,126.8746278465
정다운이비인후과,의료,병원,이비인후과의원,일반 의원,,경기도 광명시 광명동 724-14,경기도 광명시 도덕로 41,14276,37.4687672654,126.8523227675
정다함돈가스,음식,양식,돈가스전문점,서양식 음식점업,철산푸르지오하늘채아파트,경기도 광명시 철산동 637,경기도 광명시 디지털로 24,14241,37.4721116979,126.8687190176
정담의전,생활서비스,장례/묘지,장의사/관련서비스-종합,장례식장 및 장의관련 서비스업,,경기도 광명시 가학동 847-8,경기도 광명시 가학로 195-26,14340,37.4083888192,126.8652070363
정도태권도장,학문/교육,학원-예능취미체육,태권도장,스포츠 교육기관,광동빌딩,경기도 광명시 철산동 439,경기도 광명시 철산로30번길 11,14239,37.475212716,126.8701266066
정든칼국수,음식,분식,국수/만두/칼국수,분식 및 김밥 전문점,,경기도 광명시 광명동 293-36,경기도 광명시 광명로 853,14290,37.475317408,126.8522417983
정미술,학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,,경기도 광명시 소하동 903-5,경기도 광명시 오리로 396,14326,37.4375796333,126.8799896854
정상보습학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,다래빌딩,경기도 광명시 하안동 33-1,경기도 광명시 하안로 310,14247,37.4631854516,126.879405233
정상에듀,학문/교육,학원-어학,학원-외국어/어학,외국어학원,제일은행,경기도 광명시 하안동 302-9,경기도 광명시 오리로 657,14303,37.4596324285,126.876483673
정서윤피아노교습소,학문/교육,학원기타,학원(종합),일반 교과 학원,하안주공12단지상가,경기도 광명시 하안동 110-5,경기도 광명시 하안로288번길 12,14306,37.4614861651,126.8829006516
정석보습학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 광명동 208-8,경기도 광명시 너부대로 46,14288,37.477873764,126.8503147398
정석특목수학교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,중앙하이츠아파트,경기도 광명시 광명동 732,경기도 광명시 도덕로 56,14278,37.4689328417,126.8550128134
정선곤드레가마솥밥,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 38-1,경기도 광명시 오리로 932,14217,37.4780385257,126.8595735934
정성을담은김밥,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 노온사동 572-59,경기도 광명시 광명로 423-5,14336,37.4380785491,126.8449040218
정성희피부관리,생활서비스,이/미용/건강,비만/피부관리,,,경기도 광명시 광명동 42-110,경기도 광명시 새터로 86,14269,37.4750972919,126.8563233586
정성희피부관리실,생활서비스,이/미용/건강,비만/피부관리,,,경기도 광명시 광명동 42-110,경기도 광명시 새터로 86,14269,37.4750972919,126.8563233586
정소아과,의료,병원,소아과,일반 의원,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
정수연헤어클럽,생활서비스,이/미용/건강,여성미용실,두발미용업,하안주공2단지교육센터,경기도 광명시 하안동 681-4,경기도 광명시 하안로 361,14245,37.4666863832,126.8756805337
정스스킨앤바디,생활서비스,이/미용/건강,비만/피부관리,,신광빌딩,경기도 광명시 하안동 62-5,경기도 광명시 하안로288번길 10,14306,37.4619084112,126.8817018531
정스어페럴,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,하안11단지고층주공아파트,경기도 광명시 하안동 27,경기도 광명시 하안로 318,14247,37.4646564051,126.8816522042
정스튜디오,생활서비스,사진,사진관,인물사진 및 행사용비디오 촬영업,,경기도 광명시 철산동 463-15,경기도 광명시 시청로 13,14216,37.4780701684,126.8634287037
정식품철산대리점,소매,음/식료품소매,식료품점,기타 식료품 소매업,,경기도 광명시 철산동 159-2,경기도 광명시 연서일로 4,14214,37.4827396074,126.8653759966
정앤리수학학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,세진빌라,경기도 광명시 철산동 472-2,경기도 광명시 오리로 879-9,14250,37.4753774322,126.8644850797
정에스테틱,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,승화빌딩,경기도 광명시 광명동 158-1246,경기도 광명시 오리로 933,14264,37.4777137561,126.8592350506
정연이네,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,골든힐쇼핑센타,경기도 광명시 하안동 53-1,경기도 광명시 범안로 1056,14306,37.4623483604,126.8802091311
정우개발,생활서비스,주택수리,주택수리종합,그외 기타 개인 및 가정용품 수리업,주공상가,경기도 광명시 철산동 449-2,경기도 광명시 철산로 62,14238,37.4770450007,126.873062752
정운상회,소매,가방/신발/액세서리,양품점,"기타 섬유, 직물 및 의복액세서리 소매업",,경기도 광명시 광명동 140-8,경기도 광명시 광명로918번길 5,14220,37.480628648,126.8557133449
정운이용원,생활서비스,이/미용/건강,남성미용실,이용업,,경기도 광명시 광명동 243-5,경기도 광명시 광화로 37,14295,37.4736798203,126.8470109518
정원공인중개사사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,우성빌딩,경기도 광명시 하안동 62-4,경기도 광명시 하안로288번길 8,14306,37.4617640545,126.8815099345
정원사,생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,,경기도 광명시 철산동 56-145,경기도 광명시 광복로4번안길 26,14206,37.486844771,126.8625078501
정원상사,소매,음/식료품소매,식료품점,기타 식료품 소매업,,경기도 광명시 옥길동 61-1,경기도 광명시 두길로 11,14297,37.4714277476,126.8406285953
정원숯불갈비,음식,한식,갈비/삼겹살,한식 음식점업,,경기도 광명시 광명동 158-803,경기도 광명시 오리로985번길 7,14286,37.4787608254,126.853512418
정원이야기,소매,선물/팬시/기념품,꽃집/꽃배달,화초 및 산식물 소매업,,경기도 광명시 광명동 633-2,경기도 광명시 광명로 669,14300,37.4598463333,126.8446208832
정원주점광장,음식,유흥주점,룸살롱/단란주점,일반유흥 주점업,,경기도 광명시 광명동 158-803,경기도 광명시 오리로985번길 7,14286,37.4787608254,126.853512418
정은당,소매,시계/귀금속소매,금은방,시계 및 귀금속 소매업,,경기도 광명시 광명동 158-201,경기도 광명시 오리로 996,14202,37.4800122317,126.8527411342
정은당,소매,시계/귀금속소매,금은방,시계 및 귀금속 소매업,,경기도 광명시 광명동 158-201,경기도 광명시 오리로 996,14202,37.4800122317,126.8527411342
정이품쭈꾸미,음식,일식/수산물,낙지/오징어,한식 음식점업,,경기도 광명시 광명동 158-434,경기도 광명시 오리로949번길 15,14266,37.476963077,126.8569075917
정인속성학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,,경기도 광명시 철산동 105-1,경기도 광명시 가마산로 7,14229,37.4844894308,126.8670122256
정인음악학원,학문/교육,학원기타,학원(종합),일반 교과 학원,하안2단지고층주공아파트,경기도 광명시 하안동 681,경기도 광명시 안현로 35,14245,37.4663797766,126.8754323712
정인직매장,소매,음/식료품소매,청과물소매,과실 및 채소 소매업,은성빌딩,경기도 광명시 철산동 245-3,경기도 광명시 철산로29번길 5,14236,37.4770402924,126.8688458713
정일도장,생활서비스,주택수리,미장타일도배도장,,대한예수교장로회함께하는교회,경기도 광명시 하안동 864,경기도 광명시 가림일로 88,14256,37.4685420272,126.8672106543
정일도장,생활서비스,주택수리,미장타일도배도장,,E편한세상센트레빌아파트,경기도 광명시 하안동 864,경기도 광명시 오리로 801,14256,37.4685420272,126.8672106543
정일샌딩,생활서비스,주택수리,미장타일도배도장,,대한예수교장로회함께하는교회,경기도 광명시 하안동 864,경기도 광명시 가림일로 88,14256,37.4685420272,126.8672106543
정일품홍삼,소매,건강/미용식품,인삼제품판매,건강보조식품 소매업,현진에버빌아파트,경기도 광명시 광명동 779,경기도 광명시 목감로 88,14293,37.4755179966,126.8471201854
정일환미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
정지윤피부샵,생활서비스,이/미용/건강,비만/피부관리,,,경기도 광명시 철산동 162,경기도 광명시 시청로 51,14215,37.4812341042,126.8646551739
정진유통,소매,화장품소매,화장품판매점,화장품 및 방향제 소매업,두원빌딩,경기도 광명시 하안동 37-5,경기도 광명시 하안로 293-6,14305,37.4617350473,126.8795997696
정진종합인테리어k가재리,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 가학동 98-1,경기도 광명시 도고내로 56-4,14341,37.422327282,126.8576011667
정진학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,광명시사회체육센터,경기도 광명시 철산동 241-1,경기도 광명시 철산로 45,14232,37.4774032208,126.871094995
정철어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,대원빌딩,경기도 광명시 소하동 898-1,경기도 광명시 기아로 9,14326,37.4365801786,126.8806240774
정철어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,남도빌딩,경기도 광명시 하안동 34-10,경기도 광명시 범안로 1041,14248,37.4621572836,126.8784235548
정철영어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,,경기도 광명시 철산동 245-4,경기도 광명시 철산로 27,14236,37.4767610739,126.868925507
정철하안외국어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,남도빌딩,경기도 광명시 하안동 34-10,경기도 광명시 범안로 1041,14248,37.4621572836,126.8784235548
정피아노,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,광명시사회체육센터,경기도 광명시 철산동 241-1,경기도 광명시 철산로 45,14232,37.4774032208,126.871094995
정하나미용실,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 하안동 604-9,경기도 광명시 안재로10번길 22,14259,37.4601521854,126.8738718537
정헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 11-47,경기도 광명시 광복로4번안길 24,14206,37.4867634263,126.8622931732
정헤어샵,생활서비스,이/미용/건강,여성미용실,두발미용업,경향빌딩,경기도 광명시 하안동 200-1,경기도 광명시 하안로 258,14307,37.4593507097,126.8828136422
정헤어아트,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 하안동 602-6,경기도 광명시 안재로14번길 10,14259,37.4597092084,126.8725162879
정현미술과외교습소,학문/교육,학원-음악미술무용,서예/서화/미술,예술 학원,철산8단지주공아파트,경기도 광명시 철산동 235,경기도 광명시 모세로 27,14230,37.4823737778,126.8684858542
정혜숙의SHES벨리,관광/여가/오락,연극/영화/극장,연극/음악/예술관련기타,,,경기도 광명시 철산동 441,경기도 광명시 디지털로33번길 5,14239,37.4744292819,126.8705123602
정화네맛집,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 철산동 509-240,경기도 광명시 도덕공원로 21,14253,37.4708468131,126.865680395
정훈스포츠,관광/여가/오락,무도/유흥/가무,무도장,무도장 운영업,,경기도 광명시 광명동 158-1417,경기도 광명시 오리로 1013,14285,37.4802077739,126.8506491687
제1공영주차장,생활서비스,자동차/이륜차,주차장운영,주차장 운영업,고속철도광명역,경기도 광명시 일직동 276-8,경기도 광명시 광명역로 21,14347,37.417131717,126.8847675599
제3교시수학정복,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,부림코아빌딩,경기도 광명시 하안동 54-3,경기도 광명시 하안로288번길 19,14306,37.4625745215,126.8810904078
제나헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 324-7,경기도 광명시 광명로814번길 4,14275,37.4717393049,126.8513446168
제나헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 334-30,경기도 광명시 광명로832번길 15-1,14273,37.4729042082,126.8533997217
제노바제화,소매,가방/신발/액세서리,양품점,"기타 섬유, 직물 및 의복액세서리 소매업",브라운스톤1차아파트,경기도 광명시 철산동 628,경기도 광명시 도덕공원로 49,14253,37.4729086675,126.8644557176
제노정보,소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,웅신아트,경기도 광명시 소하동 1340-5,경기도 광명시 금하로 458,14316,37.4483229603,126.8832946107
제노카페,음식,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,정산빌딩,경기도 광명시 하안동 200-2,경기도 광명시 하안로 254,14307,37.4591256325,126.8829835416
제노플러스,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,동진프라자,경기도 광명시 광명동 290-14,경기도 광명시 광명로 841,14291,37.4742354643,126.8516561147
제니스시스템,음식,일식/수산물,음식점-초밥전문,일식 음식점업,광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
제니헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,한진아파트,경기도 광명시 광명동 200-6,경기도 광명시 광명로 877,14287,37.4776778383,126.8521013953
제닉스아레나피씨,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,,경기도 광명시 철산동 265,경기도 광명시 오리로856번길 7,14237,37.4751288189,126.8676509503
제닉스아레나피씨방휴게음식점,관광/여가/오락,PC/오락/당구/볼링등,인터넷PC방,컴퓨터 게임방 운영업,,경기도 광명시 철산동 265,경기도 광명시 오리로856번길 7,14237,37.4751288189,126.8676509503
제로자인건설,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 소하동 48-12,경기도 광명시 하안로 176,14313,37.4530757452,126.8878416399
제스트영어,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,한진빌딩,경기도 광명시 하안동 54-1,경기도 광명시 하안로 294-7,14306,37.4623759639,126.8807629392
제시카네일,생활서비스,이/미용/건강,발/네일케어,기타미용업,,경기도 광명시 소하동 1339-3,경기도 광명시 소하로 97,14316,37.4467111055,126.8842238394
제아플러스보습학원,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,효현빌딩,경기도 광명시 하안동 770,경기도 광명시 광덕산로 33,14241,37.4708449839,126.8720108617
제어전자담배,의료,약국/한약방,약국,의약품 및 의료용품 소매업,로데오빌딩,경기도 광명시 철산동 264,경기도 광명시 철산로 12,14237,37.4754620315,126.8675146888
제오헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 소하동 1335,경기도 광명시 금하로 464,14316,37.4483777385,126.8840064877
제이,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,하안주공8단지교육센타,경기도 광명시 하안동 260-4,경기도 광명시 하안로 233,14309,37.4573244259,126.8837662805
제이디렌트카,생활서비스,물품기기대여,렌트카,자동차 임대업,,경기도 광명시 하안동 323-2,경기도 광명시 구름산로 43,14303,37.4575976173,126.8778433864
제이미,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,,경기도 광명시 광명동 337-40,경기도 광명시 광명로848번길 28,14274,37.4728756997,126.8522353941
제이바,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 158-806,경기도 광명시 오리로985번길 3,14286,37.4790944072,126.8536813386
제이본부,소매,가방/신발/액세서리,액세서리판매,"기타 섬유, 직물 및 의복액세서리 소매업",명산빌딩,경기도 광명시 광명동 740-4,경기도 광명시 광명로812번길 30,14281,37.4690442555,126.8505135519
제이뷰티헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 158-550,경기도 광명시 광명로888번길 11,14262,37.4778526708,126.8549839344
제이앤비모터스,소매,자동차/자동차용품,자동차부품판매,기타 자동차신품 부품 및 내장품 판매업,,경기도 광명시 광명동 49-105,경기도 광명시 오리로949번길 46,14268,37.4746814835,126.855238893
제이앤이서비스,생활서비스,세탁/가사서비스,청소/소독,,,경기도 광명시 소하동 1342-1,경기도 광명시 소하로92번길 6-9,14316,37.4475746153,126.8827872615
제이앤제이어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,주공상가,경기도 광명시 철산동 240,경기도 광명시 모세로 40,14232,37.4805187691,126.869404951
제이에스글로벌,소매,사무/문구/컴퓨터,컴퓨터/주변기기,"컴퓨터 및 주변장치, 소프트웨어 소매업",광명테크노파크,경기도 광명시 소하동 1345,경기도 광명시 하안로 60,14322,37.4446218805,126.8947591629
제이에스비엠디,생활서비스,세탁/가사서비스,청소/소독,,,경기도 광명시 철산동 464-5,경기도 광명시 오리로 919-36,14249,37.476762374,126.8622892996
제이에스투자자문,소매,가방/신발/액세서리,액세서리판매,"기타 섬유, 직물 및 의복액세서리 소매업",이케아광명점,경기도 광명시 일직동 500,경기도 광명시 일직로 17,14352,37.4240770913,126.8834009668
제이엘스토리,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,호연빌딩,경기도 광명시 하안동 302-11,경기도 광명시 오리로 653,14303,37.4593263914,126.8767667547
제이원,소매,가방/신발/액세서리,액세서리판매,"기타 섬유, 직물 및 의복액세서리 소매업",상우빌라,경기도 광명시 광명동 746-2,경기도 광명시 덕단이로9번길 8-10,14282,37.4669620954,126.8498508529
제이원수학교습소,학문/교육,학원-보습교습입시,학원-입시,일반 교과 학원,광명역세권휴먼시아,경기도 광명시 소하동 1387,경기도 광명시 성채로 37,14329,37.4311041075,126.8825989093
제이이시스템,소매,자동차/자동차용품,자동차부품판매,기타 자동차신품 부품 및 내장품 판매업,,경기도 광명시 광명동 10-76,경기도 광명시 광복로 21,14205,37.4872945807,126.8619303578
제이제이게임,관광/여가/오락,경마/경륜/성인오락,게임룸,기타 갬블링 및 베팅업,,경기도 광명시 광명동 158-1416,경기도 광명시 오리로 1015,14285,37.4802615565,126.8504342491
제이제이뷰티헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 광명동 348-15,경기도 광명시 광화로13번길 1,14295,37.4727370898,126.8495451581
제이제이어패럴,소매,의복의류,일반의류,셔츠 및 기타 의복 소매업,크로앙스,경기도 광명시 광명동 150-19,경기도 광명시 오리로 970,14220,37.4793760842,126.8555688275
제이제이테크,생활서비스,개인/가정용품수리,가구수리,그외 기타 개인 및 가정용품 수리업,,경기도 광명시 철산동 472-133,경기도 광명시 도덕공원로69번길 9-1,14251,37.4743757852,126.8631755548
제이제이텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,하안1단지고층주공아파트,경기도 광명시 하안동 682,경기도 광명시 안현로 15,14245,37.4648822203,126.8736828706
제이제이텔레콤,소매,가전제품소매,전화기판매,통신기기 소매업,하안주공1단지종합상가,경기도 광명시 하안동 682-1,경기도 광명시 안현로 19,14245,37.4642970538,126.8741247106
제이진헤어,생활서비스,이/미용/건강,여성미용실,두발미용업,,경기도 광명시 철산동 72-10,경기도 광명시 사성로 52,14208,37.4863225979,126.8628480291
제이케이음악학원,학문/교육,학원-음악미술무용,피아노/바이올린/기타,예술 학원,삼전빌딩,경기도 광명시 하안동 33-6,경기도 광명시 범안로 1061,14247,37.4631322863,126.8802643666
제이케이행복한영어학원,학문/교육,학원-어학,학원-외국어/어학,외국어학원,대성빌딩,경기도 광명시 광명동 158-235,경기도 광명시 오리로 923,14264,37.4773996818,126.8602870525
제이콥스파이전문점,음식,분식,라면김밥분식,분식 및 김밥 전문점,,경기도 광명시 소하동 1323-3,경기도 광명시 신촌로 3,14317,37.4473820457,126.8884832076
제이투텔레콤,소매,사진/광학/정밀기기소매,핸드폰소매,통신기기 소매업,광명리더스빌딩,경기도 광명시 광명동 158-195,경기도 광명시 오리로 992,14202,37.4799588031,126.853238695
제이트리,소매,종합소매점,잡화점,그외 기타 종합 소매업,,경기도 광명시 광명동 750,경기도 광명시 광명로786번길 4,14281,37.4698534232,126.8491780084
제이페트로광명충전소,생활서비스,주유소/충전소,차량가스충전소,차량용 가스 충전업,광명LPG충전소,경기도 광명시 광명동 621-7,경기도 광명시 광명로 675,14300,37.4604322832,126.8448457049
제일,생활서비스,이/미용/건강,남성미용실,이용업,,경기도 광명시 하안동 598,경기도 광명시 안재로16번길 24,14259,37.4607914978,126.873509063
제일건강원,소매,건강/미용식품,건강원,건강보조식품 소매업,,경기도 광명시 광명동 158-890,경기도 광명시 오리로995번길 8,14285,37.4791285819,126.8522115369
제일건어물,소매,음/식료품소매,수산물소매,수산물 소매업,개봉연립,경기도 광명시 광명동 262-17,경기도 광명시 광명로831번길 27,14294,37.474186395,126.8485473661
제일고시원,학문/교육,도서관/독서실,고시원,독서실 운영업,,경기도 광명시 광명동 158-521,경기도 광명시 광명로 888,14262,37.4781578303,126.8540449766
제일고추기름집,소매,음/식료품소매,식료품점,기타 식료품 소매업,,경기도 광명시 광명동 290-51,경기도 광명시 광명로 837,14291,37.4739285468,126.8512045386
제일고추방앗간,음식,제과제빵떡케익,제과점,제과점업,,경기도 광명시 철산동 486-13,경기도 광명시 오리로857번길 6-8,14250,37.4746852214,126.8658203433
제일공인중개사사무소,부동산,부동산중개,부동산중개,부동산 자문 및 중개업,,경기도 광명시 광명동 20-14,경기도 광명시 사성로 30-1,14210,37.4857884873,126.8607346826
제일기름집,소매,음/식료품소매,반찬가게,기타 식료품 소매업,,경기도 광명시 광명동 290-52,경기도 광명시 광명로 837,14291,37.4739285468,126.8512045386
제일번역,생활서비스,개인서비스,번역/통역서비스,번역 및 통역서비스업,광복현대아파트,경기도 광명시 철산동 55-1,경기도 광명시 사성로103번길 14,14224,37.4909849875,126.8664803189
제일사,소매,의복의류,특수복판매,셔츠 및 기타 의복 소매업,,경기도 광명시 철산동 466-20,경기도 광명시 가림로 220,14251,37.4761506236,126.8630705042
제일세탁,생활서비스,세탁/가사서비스,세탁소/빨래방,가정용 세탁업,,경기도 광명시 철산동 467-70,경기도 광명시 가림로 203,14254,37.4748795516,126.8625076217
제일슈퍼,소매,종합소매점,수퍼마켓,슈퍼마켓,휴먼시아5단지아파트,경기도 광명시 소하동 1294,경기도 광명시 소하로 9,14315,37.4518860302,126.8874366062
제일식당,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 92-6,경기도 광명시 광명로 946,14219,37.4830171085,126.8563757279
제일식당,음식,한식,한식/백반/한정식,한식 음식점업,,경기도 광명시 광명동 11-22,경기도 광명시 광복로4번길 3,14206,37.4871211244,126.8600424398
제일신경외과,의료,병원,신경외과,일반 의원,스페이스타원,경기도 광명시 소하동 55-63,경기도 광명시 하안로 200,14313,37.4549305852,126.8865955783
제일안경원,소매,사진/광학/정밀기기소매,안경원,안경 소매업,,경기도 광명시 광명동 342-5,경기도 광명시 광명로832번길 5,14273,37.4733443607,126.8523475012
제일용달,생활서비스,운송/배달/택배,종합이삿짐대행,일반 화물자동차 운송업,,경기도 광명시 철산동 74-5,경기도 광명시 광일로 53-1,14208,37.4854843125,126.8625443154
제일유리,소매,페인트/유리제품소매,유리/거울판매,"페인트, 유리 및 기타 건설자재 소매업",주공상가,경기도 광명시 철산동 452-2,경기도 광명시 오리로 837,14252,37.4731280015,126.8671232323
제일주차장,생활서비스,자동차/이륜차,주차장운영,주차장 운영업,,경기도 광명시 광명동 141-7,경기도 광명시 광명로 922,14220,37.4809616631,126.8554300437
제일지물포,소매,가정/주방/인테리어,인테리어/욕실용품/커튼,그외 기타 분류안된 가정용품 소매업,,경기도 광명시 철산동 169-3,경기도 광명시 연서로2번길 11,14215,37.4814862766,126.8645642613
